F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14]
1031_ZT_1_Aff_Video_left.wav,113.61028289794922,0.5199434161186218,0.015362205915153027,0.012713637202978134,0.08254286646842957,-44.294158935546875,0.38558655977249146,2.388261556625366,0.03236549720168114,0.17711922526359558,0.24925293028354645,0.8072731494903564,1.4908325672149658,1.8133333921432495,2.1235039234161377,2.327730417251587,2.707117795944214,2.9098546504974365,2.949730634689331,2.839761972427368,2.826575517654419,3.0077226161956787,3.23140025138855,3.2708723545074463,3.0646440982818604,3.018220901489258,3.2977304458618164,3.1498963832855225,2.9955294132232666,3.130092144012451,2.7892379760742188,2.3592212200164795,1.8588743209838867,1.5359601974487305,1.2842302322387695,1.0562059879302979,0.17805008590221405,0.03763672336935997,529.8230590820312,718.5391235351562,982.0384521484375,1389.6309814453125,0.14641694724559784,839.7850952148438,3.659465789794922,793315.0,7.494552135467529,339.7905578613281,-0.052790433168411255,0.6701897382736206,0.11442918330430984,21.887828826904297,10.574545860290527,11.394232749938965,-8.343376159667969,-7.901966571807861,-13.627111434936523,-8.92745304107666,-1.2970267534255981,-7.614359378814697,-6.009822845458984,-8.000061988830566,-3.931657552719116,-4.512426853179932,-6.198940753936768
1031_ZT_1_Aff_Video_right.wav,113.61028289794922,0.5199434161186218,0.015362205915153027,0.012713637202978134,0.08254286646842957,-44.294158935546875,0.38558655977249146,2.388261556625366,0.03236549720168114,0.17711922526359558,0.24925293028354645,0.8072731494903564,1.4908325672149658,1.8133333921432495,2.1235039234161377,2.327730417251587,2.707117795944214,2.9098546504974365,2.949730634689331,2.839761972427368,2.826575517654419,3.0077226161956787,3.23140025138855,3.2708723545074463,3.0646440982818604,3.018220901489258,3.2977304458618164,3.1498963832855225,2.9955294132232666,3.130092144012451,2.7892379760742188,2.3592212200164795,1.8588743209838867,1.5359601974487305,1.2842302322387695,1.0562059879302979,0.17805008590221405,0.03763672336935997,529.8230590820312,718.5391235351562,982.0384521484375,1389.6309814453125,0.14641694724559784,839.7850952148438,3.659465789794922,793315.0,7.494552135467529,339.7905578613281,-0.052790433168411255,0.6701897382736206,0.11442918330430984,21.887828826904297,10.574545860290527,11.394232749938965,-8.343376159667969,-7.901966571807861,-13.627111434936523,-8.92745304107666,-1.2970267534255981,-7.614359378814697,-6.009822845458984,-8.000061988830566,-3.931657552719116,-4.512426853179932,-6.198940753936768
1031_ZT_1_Arg_Video_left.wav,111.10722351074219,0.568702220916748,0.016093771904706955,0.013102871365845203,0.09007743746042252,-38.92804718017578,0.3918797969818115,2.340197801589966,0.033977001905441284,0.17232847213745117,0.2509576082229614,0.7864900827407837,1.3707305192947388,1.7941341400146484,2.144331693649292,2.3266165256500244,2.5997273921966553,2.736356496810913,2.7306110858917236,2.6928679943084717,2.7107222080230713,2.8834309577941895,3.098283290863037,3.1405444145202637,3.038395643234253,2.9622819423675537,3.2041890621185303,3.2421317100524902,2.9871490001678467,3.1485795974731445,2.852337598800659,2.3652634620666504,1.8728171586990356,1.566542387008667,1.2975661754608154,1.0420821905136108,0.1724800318479538,0.024082843214273453,533.7330932617188,752.9061279296875,1045.35595703125,1461.1285400390625,0.15108323097229004,864.1680908203125,3.8179707527160645,834205.5625,6.600513935089111,248.0233612060547,-0.04914720356464386,0.6875299215316772,0.10239706188440323,24.41596221923828,11.778555870056152,14.41617202758789,-7.975785732269287,-9.621687889099121,-15.773398399353027,-9.746631622314453,-1.3065725564956665,-5.943861484527588,-4.6455278396606445,-5.5467529296875,-3.2699897289276123,-4.561474800109863,-7.247763633728027
1031_ZT_1_Arg_Video_right.wav,111.10722351074219,0.568702220916748,0.016093771904706955,0.013102871365845203,0.09007743746042252,-38.92804718017578,0.3918797969818115,2.340197801589966,0.033977001905441284,0.17232847213745117,0.2509576082229614,0.7864900827407837,1.3707305192947388,1.7941341400146484,2.144331693649292,2.3266165256500244,2.5997273921966553,2.736356496810913,2.7306110858917236,2.6928679943084717,2.7107222080230713,2.8834309577941895,3.098283290863037,3.1405444145202637,3.038395643234253,2.9622819423675537,3.2041890621185303,3.2421317100524902,2.9871490001678467,3.1485795974731445,2.852337598800659,2.3652634620666504,1.8728171586990356,1.566542387008667,1.2975661754608154,1.0420821905136108,0.1724800318479538,0.024082843214273453,533.7330932617188,752.9061279296875,1045.35595703125,1461.1285400390625,0.15108323097229004,864.1680908203125,3.8179707527160645,834205.5625,6.600513935089111,248.0233612060547,-0.04914720356464386,0.6875299215316772,0.10239706188440323,24.41596221923828,11.778555870056152,14.41617202758789,-7.975785732269287,-9.621687889099121,-15.773398399353027,-9.746631622314453,-1.3065725564956665,-5.943861484527588,-4.6455278396606445,-5.5467529296875,-3.2699897289276123,-4.561474800109863,-7.247763633728027
1031_ZT_1_Coop_Video_left.wav,75.48430633544922,0.34833279252052307,0.010820158757269382,0.008875495754182339,0.0567207895219326,-62.7203483581543,0.23199284076690674,2.079747438430786,0.01961394213140011,0.27873745560646057,0.25366464257240295,0.8080946803092957,1.5160795450210571,1.7357796430587769,1.9427942037582397,2.0832111835479736,2.3201189041137695,2.368555784225464,2.2535088062286377,2.2384796142578125,2.2791128158569336,2.38944411277771,2.599719524383545,2.7518820762634277,2.692484140396118,2.670062303543091,2.84536075592041,2.757821559906006,2.683821201324463,2.776034355163574,2.5178592205047607,2.1617610454559326,1.7748229503631592,1.4687951803207397,1.2078278064727783,0.9763355255126953,0.10407864302396774,0.013796583749353886,383.4944763183594,528.6638793945312,745.0275268554688,1170.1822509765625,0.08751866966485977,670.128173828125,3.6583149433135986,827517.4375,6.408238410949707,295.7665710449219,-0.028695357963442802,0.5255124568939209,0.0602533258497715,16.323665618896484,9.536517143249512,8.949545860290527,-4.585575580596924,-4.813778400421143,-9.914968490600586,-5.97610330581665,-2.469085693359375,-5.938531875610352,-3.6041486263275146,-4.325540065765381,-2.92547345161438,-3.0599563121795654,-4.115152359008789
1031_ZT_1_Coop_Video_right.wav,75.48430633544922,0.34833279252052307,0.010820158757269382,0.008875495754182339,0.0567207895219326,-62.7203483581543,0.23199284076690674,2.079747438430786,0.01961394213140011,0.27873745560646057,0.25366464257240295,0.8080946803092957,1.5160795450210571,1.7357796430587769,1.9427942037582397,2.0832111835479736,2.3201189041137695,2.368555784225464,2.2535088062286377,2.2384796142578125,2.2791128158569336,2.38944411277771,2.599719524383545,2.7518820762634277,2.692484140396118,2.670062303543091,2.84536075592041,2.757821559906006,2.683821201324463,2.776034355163574,2.5178592205047607,2.1617610454559326,1.7748229503631592,1.4687951803207397,1.2078278064727783,0.9763355255126953,0.10407864302396774,0.013796583749353886,383.4944763183594,528.6638793945312,745.0275268554688,1170.1822509765625,0.08751866966485977,670.128173828125,3.6583149433135986,827517.4375,6.408238410949707,295.7665710449219,-0.028695357963442802,0.5255124568939209,0.0602533258497715,16.323665618896484,9.536517143249512,8.949545860290527,-4.585575580596924,-4.813778400421143,-9.914968490600586,-5.97610330581665,-2.469085693359375,-5.938531875610352,-3.6041486263275146,-4.325540065765381,-2.92547345161438,-3.0599563121795654,-4.115152359008789
1063_ZR_3_Aff_Video_left.wav,79.60343170166016,0.4144168496131897,0.015106363222002983,0.013148314319550991,0.07367099821567535,-58.9249267578125,0.30617856979370117,2.2508697509765625,0.01707763411104679,0.19275280833244324,0.20682531595230103,0.615451455116272,1.1195542812347412,1.614639163017273,1.8891782760620117,2.159221887588501,2.3578546047210693,2.3721280097961426,2.432298421859741,2.5163958072662354,2.8007044792175293,3.1311821937561035,3.0968310832977295,3.0106756687164307,2.7973976135253906,3.123687505722046,3.342723846435547,3.1513478755950928,3.227644681930542,3.4719913005828857,2.8451132774353027,1.9891141653060913,1.7287107706069946,1.4580856561660767,1.1550235748291016,0.9088360071182251,0.062038570642471313,0.03567085787653923,656.4603881835938,886.7530517578125,1253.6134033203125,1895.8638916015625,0.08306805044412613,1080.1214599609375,4.065271377563477,939932.6875,4.381531238555908,125.77635955810547,-0.016395125538110733,0.8017708659172058,0.04361919313669205,15.742044448852539,-1.732302188873291,15.383532524108887,-9.80285358428955,-4.695472717285156,-12.717812538146973,-16.757680892944336,-4.520011901855469,-7.331759452819824,-2.8615312576293945,-4.515655040740967,-6.582701206207275,4.339487552642822,-3.0366172790527344
1063_ZR_3_Aff_Video_right.wav,79.60343170166016,0.4144168496131897,0.015106363222002983,0.013148314319550991,0.07367099821567535,-58.9249267578125,0.30617856979370117,2.2508697509765625,0.01707763411104679,0.19275280833244324,0.20682531595230103,0.615451455116272,1.1195542812347412,1.614639163017273,1.8891782760620117,2.159221887588501,2.3578546047210693,2.3721280097961426,2.432298421859741,2.5163958072662354,2.8007044792175293,3.1311821937561035,3.0968310832977295,3.0106756687164307,2.7973976135253906,3.123687505722046,3.342723846435547,3.1513478755950928,3.227644681930542,3.4719913005828857,2.8451132774353027,1.9891141653060913,1.7287107706069946,1.4580856561660767,1.1550235748291016,0.9088360071182251,0.062038570642471313,0.03567085787653923,656.4603881835938,886.7530517578125,1253.6134033203125,1895.8638916015625,0.08306805044412613,1080.1214599609375,4.065271377563477,939932.6875,4.381531238555908,125.77635955810547,-0.016395125538110733,0.8017708659172058,0.04361919313669205,15.742044448852539,-1.732302188873291,15.383532524108887,-9.80285358428955,-4.695472717285156,-12.717812538146973,-16.757680892944336,-4.520011901855469,-7.331759452819824,-2.8615312576293945,-4.515655040740967,-6.582701206207275,4.339487552642822,-3.0366172790527344
1063_ZR_3_Arg_Video_left.wav,91.06404876708984,0.4552927315235138,0.016654759645462036,0.014777046628296375,0.08188210427761078,-51.5211067199707,0.3211096227169037,2.3431789875030518,0.019052889198064804,0.19482356309890747,0.21738894283771515,0.6482685804367065,1.1221188306808472,1.737714409828186,2.1358237266540527,2.3784358501434326,2.4372966289520264,2.438704013824463,2.5172619819641113,2.6205317974090576,2.900167942047119,3.1469740867614746,3.0679116249084473,2.9756457805633545,2.8222196102142334,3.2752201557159424,3.5962212085723877,3.421355962753296,3.36841082572937,3.568953275680542,2.902263641357422,2.122920274734497,1.8247299194335938,1.5322411060333252,1.196801781654358,0.9470753073692322,0.07865483313798904,0.03394414484500885,703.2291259765625,937.0142211914062,1308.5770263671875,1953.1036376953125,0.08959013968706131,1125.04931640625,4.046529769897461,961484.0,4.434737682342529,128.17434692382812,-0.01939868927001953,0.8291858434677124,0.049995142966508865,15.83504581451416,0.9686447381973267,17.566329956054688,-10.65860366821289,-6.783047676086426,-11.780149459838867,-17.408401489257812,-6.47914457321167,-8.506731033325195,-3.5080294609069824,-3.9991517066955566,-4.121420860290527,3.2600929737091064,-3.071136713027954
1063_ZR_3_Arg_Video_right.wav,91.06404876708984,0.4552927315235138,0.016654759645462036,0.014777046628296375,0.08188210427761078,-51.5211067199707,0.3211096227169037,2.3431789875030518,0.019052889198064804,0.19482356309890747,0.21738894283771515,0.6482685804367065,1.1221188306808472,1.737714409828186,2.1358237266540527,2.3784358501434326,2.4372966289520264,2.438704013824463,2.5172619819641113,2.6205317974090576,2.900167942047119,3.1469740867614746,3.0679116249084473,2.9756457805633545,2.8222196102142334,3.2752201557159424,3.5962212085723877,3.421355962753296,3.36841082572937,3.568953275680542,2.902263641357422,2.122920274734497,1.8247299194335938,1.5322411060333252,1.196801781654358,0.9470753073692322,0.07865483313798904,0.03394414484500885,703.2291259765625,937.0142211914062,1308.5770263671875,1953.1036376953125,0.08959013968706131,1125.04931640625,4.046529769897461,961484.0,4.434737682342529,128.17434692382812,-0.01939868927001953,0.8291858434677124,0.049995142966508865,15.83504581451416,0.9686447381973267,17.566329956054688,-10.65860366821289,-6.783047676086426,-11.780149459838867,-17.408401489257812,-6.47914457321167,-8.506731033325195,-3.5080294609069824,-3.9991517066955566,-4.121420860290527,3.2600929737091064,-3.071136713027954
