,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y
0,311.853,331.908,317.838,454.376,203.373,442.417,0.0,0.0,0.0,0.0,440.27,458.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.707,311.773,337.887,307.805,255.603,327.912,374.043,321.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,311.853,331.908,317.838,454.376,203.373,442.417,0.0,0.0,0.0,0.0,440.27,458.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.707,311.773,337.887,307.805,255.603,327.912,374.043,321.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,311.853,331.908,317.838,454.376,203.373,442.417,0.0,0.0,0.0,0.0,440.27,458.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.707,311.773,337.887,307.805,255.603,327.912,374.043,321.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,311.853,331.908,317.838,454.376,203.373,442.417,0.0,0.0,0.0,0.0,440.27,458.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.707,311.773,337.887,307.805,255.603,327.912,374.043,321.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,311.853,331.908,317.838,454.376,203.373,442.417,0.0,0.0,0.0,0.0,440.27,458.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.707,311.773,337.887,307.805,255.603,327.912,374.043,321.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,311.853,331.908,317.838,454.376,203.373,442.417,0.0,0.0,0.0,0.0,440.27,458.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.707,311.773,337.887,307.805,255.603,327.912,374.043,321.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,329.925,345.85,333.881,460.432,227.429,468.483,197.337,641.162,0.0,0.0,440.349,456.469,476.529,570.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.748,319.803,356.005,323.839,277.678,335.916,382.115,335.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,329.915,344.022,333.874,460.444,227.419,470.391,197.342,641.165,0.0,0.0,440.359,458.337,476.504,570.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.707,319.805,356.012,323.801,277.669,337.869,382.117,335.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,329.914,345.86,333.875,460.447,227.419,470.4,197.346,641.185,0.0,0.0,440.365,458.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.818,319.802,356.008,321.871,277.673,335.934,382.124,333.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,329.929,345.872,333.865,460.456,227.419,470.401,199.286,641.171,0.0,0.0,440.359,458.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.79,319.826,357.915,321.839,277.67,335.902,382.138,331.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,329.929,345.86,333.864,460.465,227.408,470.405,199.287,641.162,0.0,0.0,440.374,458.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.784,319.796,357.915,321.812,277.669,335.891,382.136,331.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
